latitute,longitude,sinr,throughput
37.80279926,-122.4147864,21.49,6096.415
37.80283511,-122.4148026,21.56,6096.465
37.80288997,-122.4147689,21.65,6096.469
37.80297698,-122.4148525,21.7,6096.562
37.80307602,-122.4148598,21.78,6096.617
37.80313645,-122.4148521,21.83,6096.675
37.80322116,-122.4148447,21.86,6096.683
37.80329583,-122.4148503,21.93,6096.751
37.80324233,-122.4146823,21.95,6096.786
37.80346758,-122.4148409,22.04,6096.798
37.80344614,-122.4147098,22.06,6096.812
37.8035205,-122.4148018,22.07,6096.852
37.80367967,-122.4150021,22.17,6096.932
37.80382821,-122.4150428,22.21,6096.951
37.80396789,-122.4150647,22.24,6096.963
37.80411352,-122.4150893,22.32,6097.058
37.80434196,-122.4152198,22.35,6097.068
37.80450268,-122.415263,22.38,6097.088
37.80449021,-122.4151548,22.42,6097.098
37.80451101,-122.4149788,22.47,6097.102
37.80454441,-122.4146604,22.56,6097.165
37.80455862,-122.4145764,22.65,6097.215
37.80457933,-122.4144095,22.72,6097.234
37.8045988,-122.4142666,22.74,6097.294
37.80461758,-122.414178,22.81,6097.303
37.80455479,-122.4137422,22.84,6097.337
37.80469879,-122.4139149,22.89,6097.366
37.80469156,-122.4137749,22.93,6097.388
37.80463474,-122.4135303,23.02,6097.4
37.80452869,-122.4134411,23.09,6097.417
37.8044869,-122.4134794,23.13,6097.483
37.80453342,-122.4134872,23.16,6097.577
37.80457227,-122.4134454,23.17,6097.622
37.80453487,-122.4134208,23.25,6097.634
37.80446828,-122.413416,23.29,6097.729
37.80441007,-122.4133965,23.31,6097.778
37.8043362,-122.4133949,23.37,6097.801
37.80426193,-122.41338,23.41,6097.835
37.80421118,-122.413358,23.51,6097.935
37.80417032,-122.4133533,23.61,6097.945
37.80412246,-122.4133419,23.67,6097.948
37.80409114,-122.4133287,23.69,6097.965
37.80405665,-122.4133231,23.71,6098.032
37.80401852,-122.413312,23.73,6098.044
37.80397956,-122.4133077,23.77,6098.135
37.80394243,-122.4133038,23.8,6098.168
37.80390613,-122.4133045,23.84,6098.235
37.80386788,-122.4132946,23.92,6098.302
37.80384093,-122.4132798,23.99,6098.346
37.80379281,-122.4132987,24.05,6098.362
37.80370892,-122.4132875,24.14,6098.422
37.803651,-122.4132741,24.22,6098.448
37.80357345,-122.4132634,24.24,6098.51
37.80350211,-122.4132545,24.34,6098.533
37.80344104,-122.4132293,24.43,6098.546
37.8034049,-122.4132327,24.51,6098.615
37.80334747,-122.413239,24.53,6098.674
37.80330097,-122.413232,24.61,6098.739
37.80325172,-122.4132162,24.64,6098.782
37.80320895,-122.4132132,24.71,6098.803
37.80317264,-122.4132078,24.8,6098.879
37.80313611,-122.4131835,24.9,6098.968
37.8030818,-122.4131781,24.91,6099.021
37.80300788,-122.4131414,24.94,6099.07
37.80296504,-122.4131197,24.95,6099.126
37.80291996,-122.413101,24.98,6099.174
37.80288254,-122.4130834,25.07,6099.264
37.80287182,-122.4131108,25.09,6099.302
37.80284582,-122.4130739,25.11,6099.369
37.80284427,-122.4130392,25.17,6099.442
37.80287816,-122.4130603,25.2,6099.493
37.80292262,-122.4130665,25.3,6099.555
37.80295758,-122.4130982,25.32,6099.64
37.80300998,-122.413107,25.36,6099.667
37.80305637,-122.4130952,25.38,6099.688
37.80312108,-122.4131071,25.44,6099.711
37.80320404,-122.413116,25.53,6099.801
37.80324558,-122.4131316,25.6,6099.881
37.80331291,-122.4131456,25.63,6099.915
37.80337063,-122.413162,25.73,6099.93
37.80343856,-122.4131726,25.83,6099.954
37.80348331,-122.4131934,25.88,6099.985
37.80353733,-122.4132009,25.94,6100.02
37.80357993,-122.4132137,26,6100.031
37.80363855,-122.4132276,26.01,6100.092
37.80369823,-122.4132459,26.05,6100.18
37.80376601,-122.413319,26.08,6100.267
37.80374679,-122.4133947,26.09,6100.3
37.80374907,-122.4134524,26.15,6100.377
37.80374522,-122.4135215,26.16,6100.465
37.80372856,-122.4135692,26.19,6100.529
37.80370478,-122.4137279,26.27,6100.574
37.8036881,-122.4138129,26.28,6100.588
37.80368075,-122.413852,26.29,6100.677
37.80368152,-122.4139124,26.37,6100.687
37.80367783,-122.413957,26.42,6100.753
37.80366943,-122.4140256,26.47,6100.762
37.80366462,-122.4141111,26.57,6100.84
37.80365617,-122.414216,26.62,6100.913
37.80362727,-122.4144069,26.64,6100.936
37.80361732,-122.4144885,26.68,6100.963
37.80360705,-122.4145816,26.7,6101.042
37.80357884,-122.4146906,26.79,6101.14
37.80349601,-122.4145762,26.86,6101.18
37.80351677,-122.4148964,26.91,6101.216
37.80347715,-122.4148546,26.93,6101.278
37.80344237,-122.4147977,26.97,6101.338
37.80340121,-122.4147464,27.06,6101.395
37.80336898,-122.4147111,27.15,6101.435
37.80320815,-122.4145219,27.17,6101.45
37.80318131,-122.4144813,27.19,6101.501
37.80315836,-122.4144327,27.29,6101.569
37.80314001,-122.4143862,27.3,6101.605
37.80311656,-122.4143333,27.4,6101.65
37.80308794,-122.4142822,27.41,6101.686
37.80307709,-122.4142618,27.51,6101.743
37.80305653,-122.4142277,27.61,6101.801
37.80304084,-122.4142054,27.69,6101.861
37.80305324,-122.4142211,27.7,6101.92
37.80302354,-122.4141491,27.73,6101.96
37.80298177,-122.4140876,27.81,6101.983
37.8029475,-122.4140392,27.88,6101.997
37.80292968,-122.4140081,27.93,6102.082
37.80289014,-122.4139667,27.98,6102.142
37.80286698,-122.4139423,28,6102.231
37.80283933,-122.4139486,28.05,6102.305
37.80281835,-122.4139527,28.09,6102.338
37.80278901,-122.4139907,28.17,6102.436
37.80276149,-122.414042,28.2,6102.469
37.80275844,-122.4141247,28.25,6102.489
37.80274058,-122.4142881,28.26,6102.505
37.8027247,-122.4144292,28.34,6102.557
37.80271187,-122.4146093,28.39,6102.591
37.80270368,-122.4147815,28.4,6102.648
37.80272907,-122.4147926,28.49,6102.653
37.80279926,-122.4147864,28.5,6102.738
37.80283511,-122.4148026,28.52,6102.764
37.80288997,-122.4147689,28.57,6102.833
37.80297698,-122.4148525,28.66,6102.927
37.80307602,-122.4148598,28.71,6103.003
37.80313645,-122.4148521,28.72,6103.038
37.80322116,-122.4148447,28.82,6103.059
37.80329583,-122.4148503,28.85,6103.11
37.80324233,-122.4146823,28.89,6103.161
37.80346758,-122.4148409,28.97,6103.222
37.80344614,-122.4147098,29,6103.298
37.8035205,-122.4148018,29.07,6103.361
37.80367967,-122.4150021,29.11,6103.386
37.80382821,-122.4150428,29.17,6103.462
37.80396789,-122.4150647,29.27,6103.477
37.80411352,-122.4150893,29.34,6103.551
37.80434196,-122.4152198,29.37,6103.65
37.80450268,-122.415263,29.43,6103.72
37.80449021,-122.4151548,29.48,6103.81
37.80451101,-122.4149788,29.54,6103.883
37.80454441,-122.4146604,29.64,6103.913
37.80455862,-122.4145764,29.65,6104.01
37.80457933,-122.4144095,29.67,6104.049
37.8045988,-122.4142666,29.69,6104.12
37.80461758,-122.414178,29.76,6104.149
37.80455479,-122.4137422,29.86,6104.206
37.80469879,-122.4139149,29.91,6104.22
37.80469156,-122.4137749,30,6104.306
37.80463474,-122.4135303,30.02,6104.331
37.80452869,-122.4134411,30.05,6104.378
37.8044869,-122.4134794,30.14,6104.423
37.80453342,-122.4134872,30.16,6104.507
37.80457227,-122.4134454,30.18,6104.579
37.80453487,-122.4134208,30.21,6104.603
37.80446828,-122.413416,30.25,6104.614
37.80441007,-122.4133965,30.35,6104.676
37.8043362,-122.4133949,30.44,6104.723
37.80426193,-122.41338,30.54,6104.778
37.80421118,-122.413358,30.64,6104.825
37.80417032,-122.4133533,30.67,6104.836
37.80412246,-122.4133419,30.76,6104.843
37.80409114,-122.4133287,30.8,6104.849
37.80405665,-122.4133231,30.82,6104.906
37.80401852,-122.413312,30.84,6105.005
37.80397956,-122.4133077,30.89,6105.063
37.80394243,-122.4133038,30.91,6105.113
37.80390613,-122.4133045,31.01,6105.204
37.80386788,-122.4132946,31.02,6105.225
37.80384093,-122.4132798,31.05,6105.245
37.80379281,-122.4132987,31.08,6105.321
37.80370892,-122.4132875,31.12,6105.339
37.803651,-122.4132741,31.14,6105.417
37.80357345,-122.4132634,31.18,6105.481
37.80350211,-122.4132545,31.2,6105.494
37.80344104,-122.4132293,31.21,6105.575
37.8034049,-122.4132327,31.22,6105.578
37.80334747,-122.413239,31.25,6105.658
37.80330097,-122.413232,31.31,6105.672
37.80325172,-122.4132162,31.35,6105.714
37.80320895,-122.4132132,31.37,6105.805
37.80317264,-122.4132078,31.43,6105.812
37.80313611,-122.4131835,31.45,6105.868
37.8030818,-122.4131781,31.49,6105.88
37.80300788,-122.4131414,31.51,6105.896
37.80296504,-122.4131197,31.61,6105.95
37.80291996,-122.413101,31.68,6106.021
37.80288254,-122.4130834,31.7,6106.095
37.80287182,-122.4131108,31.77,6106.149
37.80284582,-122.4130739,31.83,6106.232
37.80284427,-122.4130392,31.87,6106.296
37.80287816,-122.4130603,31.95,6106.326
37.80292262,-122.4130665,32,6106.406
37.80295758,-122.4130982,32.04,6106.415
37.80300998,-122.413107,32.12,6106.441
37.80305637,-122.4130952,32.22,6106.485
37.80312108,-122.4131071,32.32,6106.491
37.80320404,-122.413116,32.41,6106.561
37.80324558,-122.4131316,32.45,6106.597
37.80331291,-122.4131456,32.52,6106.611
37.80337063,-122.413162,32.62,6106.637
37.80343856,-122.4131726,32.66,6106.674
37.80348331,-122.4131934,32.73,6106.698
37.80353733,-122.4132009,32.8,6106.726
37.80357993,-122.4132137,32.84,6106.733
37.80363855,-122.4132276,32.92,6106.787
37.80369823,-122.4132459,33.01,6106.836
37.80376601,-122.413319,33.08,6106.856
37.80374679,-122.4133947,33.13,6106.867
37.80374907,-122.4134524,33.18,6106.874
37.80374522,-122.4135215,33.22,6106.973
37.80372856,-122.4135692,33.25,6107.065
37.80370478,-122.4137279,33.35,6107.145
37.8036881,-122.4138129,33.39,6107.174
37.80368075,-122.413852,33.47,6107.178
37.80368152,-122.4139124,33.5,6107.217
37.80367783,-122.413957,33.55,6107.29
37.80366943,-122.4140256,33.63,6107.328
37.80366462,-122.4141111,33.67,6107.399
37.80365617,-122.414216,33.74,6107.466
37.80362727,-122.4144069,33.79,6107.47
37.80361732,-122.4144885,33.83,6107.489
37.80360705,-122.4145816,33.86,6107.565
37.80357884,-122.4146906,33.88,6107.605
37.80349601,-122.4145762,33.9,6107.664
37.80351677,-122.4148964,34,6107.726
37.80347715,-122.4148546,34.04,6107.732
37.80344237,-122.4147977,34.12,6107.749
37.80340121,-122.4147464,34.14,6107.839
37.80336898,-122.4147111,34.15,6107.934
37.80320815,-122.4145219,34.23,6107.941
37.80318131,-122.4144813,34.28,6108.03
37.80315836,-122.4144327,34.33,6108.036
37.80314001,-122.4143862,34.4,6108.085
37.80311656,-122.4143333,34.46,6108.155
37.80308794,-122.4142822,34.55,6108.204
37.80307709,-122.4142618,34.59,6108.242
37.80305653,-122.4142277,34.63,6108.259
37.80304084,-122.4142054,34.66,6108.312
37.80305324,-122.4142211,34.71,6108.346
37.80302354,-122.4141491,34.75,6108.424
37.80298177,-122.4140876,34.78,6108.429
37.8029475,-122.4140392,34.86,6108.528
37.80292968,-122.4140081,34.91,6108.577
37.80289014,-122.4139667,35,6108.6
37.80286698,-122.4139423,35.04,6108.608
37.80283933,-122.4139486,35.1,6108.615
37.80281835,-122.4139527,35.14,6108.675
37.80278901,-122.4139907,35.18,6108.693
37.80276149,-122.414042,35.21,6108.781
37.80275844,-122.4141247,35.3,6108.831
37.80274058,-122.4142881,35.4,6108.853
37.8027247,-122.4144292,35.45,6108.903
37.80271187,-122.4146093,35.51,6108.925
37.80270368,-122.4147815,35.54,6109.001
37.80272907,-122.4147926,35.58,6109.006
37.80279926,-122.4147864,35.61,6109.035
37.80283511,-122.4148026,35.63,6109.117
37.80288997,-122.4147689,35.67,6109.214
37.80297698,-122.4148525,35.69,6109.269
37.80307602,-122.4148598,35.7,6109.283
37.80313645,-122.4148521,35.74,6109.371
37.80322116,-122.4148447,35.81,6109.468
37.80329583,-122.4148503,35.82,6109.543
37.80324233,-122.4146823,35.83,6109.553
37.80346758,-122.4148409,35.93,6109.562
37.80344614,-122.4147098,35.94,6109.622
37.8035205,-122.4148018,35.96,6109.686
37.80367967,-122.4150021,36.04,6109.714
37.80382821,-122.4150428,36.06,6109.774
37.80396789,-122.4150647,36.12,6109.778
37.80411352,-122.4150893,36.2,6109.828
37.80434196,-122.4152198,36.26,6109.879
37.80450268,-122.415263,36.32,6109.905
37.80449021,-122.4151548,36.41,6109.927
37.80451101,-122.4149788,36.5,6109.998
37.80454441,-122.4146604,36.6,6110.094
37.80455862,-122.4145764,36.66,6110.141
37.80457933,-122.4144095,36.71,6110.208
37.8045988,-122.4142666,36.73,6110.26
37.80461758,-122.414178,36.74,6110.272
37.80455479,-122.4137422,36.78,6110.369
37.80469879,-122.4139149,36.8,6110.38
37.80469156,-122.4137749,36.89,6110.415
37.80463474,-122.4135303,36.92,6110.452
37.80452869,-122.4134411,37.01,6110.533
37.8044869,-122.4134794,37.06,6110.599
37.80453342,-122.4134872,37.08,6110.67
37.80457227,-122.4134454,37.17,6110.734
37.80453487,-122.4134208,37.24,6110.737
37.80446828,-122.413416,37.26,6110.795
37.80441007,-122.4133965,37.36,6110.839
37.8043362,-122.4133949,37.45,6110.903
37.80426193,-122.41338,37.5,6110.906
37.80421118,-122.413358,37.57,6110.966
37.80417032,-122.4133533,37.6,6111.06
37.80412246,-122.4133419,37.66,6111.139
37.80409114,-122.4133287,37.75,6111.209
37.80405665,-122.4133231,37.78,6111.285
37.80401852,-122.413312,37.8,6111.347
37.80397956,-122.4133077,37.83,6111.394
37.80394243,-122.4133038,37.88,6111.456
37.80390613,-122.4133045,37.91,6111.472
37.80386788,-122.4132946,37.92,6111.572
37.80384093,-122.4132798,38,6111.666
37.80379281,-122.4132987,38.07,6111.744
37.80370892,-122.4132875,38.13,6111.786
37.803651,-122.4132741,38.14,6111.837
37.80357345,-122.4132634,38.24,6111.873
37.80350211,-122.4132545,38.34,6111.932
37.80344104,-122.4132293,38.42,6111.991
37.8034049,-122.4132327,38.48,6112.023
37.80334747,-122.413239,38.51,6112.054
37.80330097,-122.413232,38.52,6112.102
37.80325172,-122.4132162,38.61,6112.191
37.80320895,-122.4132132,38.65,6112.197
37.80317264,-122.4132078,38.7,6112.216
37.80313611,-122.4131835,38.78,6112.257
37.8030818,-122.4131781,38.88,6112.283
37.80300788,-122.4131414,38.94,6112.362
37.80296504,-122.4131197,38.95,6112.452
37.80291996,-122.413101,38.99,6112.501
37.80288254,-122.4130834,39.03,6112.513
37.80287182,-122.4131108,39.05,6112.553
37.80284582,-122.4130739,39.11,6112.646
37.80284427,-122.4130392,39.15,6112.701
37.80287816,-122.4130603,39.23,6112.715
37.80292262,-122.4130665,39.33,6112.801
37.80295758,-122.4130982,39.41,6112.891
37.80300998,-122.413107,39.45,6112.986
37.80305637,-122.4130952,39.46,6113.042
37.80312108,-122.4131071,39.56,6113.107
37.80320404,-122.413116,39.62,6113.186
37.80324558,-122.4131316,39.66,6113.255
37.80331291,-122.4131456,39.75,6113.269
37.80337063,-122.413162,39.85,6113.338
37.80343856,-122.4131726,39.91,6113.43
37.80348331,-122.4131934,40,6113.451
37.80353733,-122.4132009,40.08,6113.475
37.80357993,-122.4132137,40.17,6113.573
37.80363855,-122.4132276,40.25,6113.581
37.80369823,-122.4132459,40.33,6113.638
37.80376601,-122.413319,40.4,6113.709
37.80374679,-122.4133947,40.44,6113.717
37.80374907,-122.4134524,40.54,6113.742
37.80374522,-122.4135215,40.59,6113.805
37.80372856,-122.4135692,40.68,6113.9
37.80370478,-122.4137279,40.78,6113.916
37.8036881,-122.4138129,40.81,6113.966
37.80368075,-122.413852,40.82,6114.064
37.80368152,-122.4139124,40.89,6114.154
37.80367783,-122.413957,40.99,6114.24
37.80366943,-122.4140256,41,6114.334
37.80366462,-122.4141111,41.06,6114.394
37.80365617,-122.414216,41.12,6114.464
37.80362727,-122.4144069,41.21,6114.494
37.80361732,-122.4144885,41.29,6114.587
37.80360705,-122.4145816,41.38,6114.652
37.80357884,-122.4146906,41.44,6114.658
37.80349601,-122.4145762,41.54,6114.723
37.80351677,-122.4148964,41.6,6114.751
37.80347715,-122.4148546,41.69,6114.784
37.80344237,-122.4147977,41.7,6114.853
37.80340121,-122.4147464,41.8,6114.859
37.80336898,-122.4147111,41.9,6114.861
37.80320815,-122.4145219,41.97,6114.885
37.80318131,-122.4144813,42,6114.892
37.80315836,-122.4144327,42.08,6114.91
37.80314001,-122.4143862,42.13,6114.985
37.80311656,-122.4143333,42.14,6115.083
37.80308794,-122.4142822,42.21,6115.149
37.80307709,-122.4142618,42.29,6115.241
37.80305653,-122.4142277,42.39,6115.244
37.80304084,-122.4142054,42.42,6115.343
37.80305324,-122.4142211,42.43,6115.394
37.80302354,-122.4141491,42.5,6115.487
37.80298177,-122.4140876,42.57,6115.535
37.8029475,-122.4140392,42.62,6115.558
37.80292968,-122.4140081,42.71,6115.638
37.80289014,-122.4139667,42.79,6115.651
37.80286698,-122.4139423,42.81,6115.731
37.80283933,-122.4139486,42.89,6115.735
37.80281835,-122.4139527,42.95,6115.806
37.80278901,-122.4139907,43.02,6115.869
37.80276149,-122.414042,43.03,6115.954
37.80275844,-122.4141247,43.04,6116.043
37.80274058,-122.4142881,43.11,6116.078
37.8027247,-122.4144292,43.16,6116.157
37.80271187,-122.4146093,43.22,6116.185
37.80270368,-122.4147815,43.26,6116.285
37.80272907,-122.4147926,43.33,6116.362
37.80279926,-122.4147864,43.37,6116.408
37.80283511,-122.4148026,43.4,6116.478
37.80288997,-122.4147689,43.46,6116.543
37.80297698,-122.4148525,43.56,6116.628
37.80307602,-122.4148598,43.63,6116.699
37.80313645,-122.4148521,43.73,6116.709
37.80322116,-122.4148447,43.74,6116.784
37.80329583,-122.4148503,43.8,6116.807
37.80324233,-122.4146823,43.87,6116.884
37.80346758,-122.4148409,43.92,6116.924
37.80344614,-122.4147098,43.93,6116.991
37.8035205,-122.4148018,43.99,6117.091
37.80367967,-122.4150021,44.06,6117.147
37.80382821,-122.4150428,44.13,6117.237
37.80396789,-122.4150647,44.2,6117.248
37.80411352,-122.4150893,44.24,6117.314
37.80434196,-122.4152198,44.29,6117.358
37.80450268,-122.415263,44.38,6117.392
37.80449021,-122.4151548,44.48,6117.419
37.80451101,-122.4149788,44.51,6117.459
37.80454441,-122.4146604,44.61,6117.555
37.80455862,-122.4145764,44.7,6117.614
37.80457933,-122.4144095,44.77,6117.701
37.8045988,-122.4142666,44.83,6117.772
37.80461758,-122.414178,44.85,6117.773
37.80455479,-122.4137422,44.89,6117.849
37.80469879,-122.4139149,44.9,6117.927
37.80469156,-122.4137749,44.92,6117.973
37.80463474,-122.4135303,44.97,6118.057
37.80452869,-122.4134411,45.02,6118.064
37.8044869,-122.4134794,45.12,6118.105
37.80453342,-122.4134872,45.14,6118.119
37.80457227,-122.4134454,45.16,6118.141
37.80453487,-122.4134208,45.26,6118.151
37.80446828,-122.413416,45.35,6118.216
37.80441007,-122.4133965,45.37,6118.264
37.8043362,-122.4133949,45.41,6118.354
37.80426193,-122.41338,45.51,6118.408
37.80421118,-122.413358,45.61,6118.503
37.80417032,-122.4133533,45.62,6118.578
37.80412246,-122.4133419,45.72,6118.632
37.80409114,-122.4133287,45.79,6118.683
37.80405665,-122.4133231,45.81,6118.701
37.80401852,-122.413312,45.88,6118.775
37.80397956,-122.4133077,45.95,6118.83
37.80394243,-122.4133038,45.96,6118.884
37.80390613,-122.4133045,46.01,6118.97
37.80386788,-122.4132946,46.08,6119.007
37.80384093,-122.4132798,46.18,6119.055
37.80379281,-122.4132987,46.28,6119.096
37.80370892,-122.4132875,46.34,6119.158
37.803651,-122.4132741,46.38,6119.174
37.80357345,-122.4132634,46.45,6119.266
37.80350211,-122.4132545,46.5,6119.274
37.80344104,-122.4132293,46.6,6119.361
37.8034049,-122.4132327,46.63,6119.39
37.80334747,-122.413239,46.71,6119.449
37.80330097,-122.413232,46.81,6119.524
37.80325172,-122.4132162,46.85,6119.549
37.80320895,-122.4132132,46.89,6119.553
37.80317264,-122.4132078,46.99,6119.58
37.80313611,-122.4131835,47.03,6119.648
37.8030818,-122.4131781,47.09,6119.734
37.80300788,-122.4131414,47.11,6119.826
37.80296504,-122.4131197,47.17,6119.885
37.80291996,-122.413101,47.21,6119.934
37.80288254,-122.4130834,47.29,6120.024
37.80287182,-122.4131108,47.39,6120.033
37.80284582,-122.4130739,47.43,6120.043
37.80284427,-122.4130392,47.51,6120.106
37.80287816,-122.4130603,47.56,6120.187
37.80292262,-122.4130665,47.64,6120.283
37.80295758,-122.4130982,47.7,6120.296
37.80300998,-122.413107,47.77,6120.375
37.80305637,-122.4130952,47.84,6120.472
37.80312108,-122.4131071,47.85,6120.54
37.80320404,-122.413116,47.93,6120.615
37.80324558,-122.4131316,47.97,6120.625
37.80331291,-122.4131456,48.06,6120.713
37.80337063,-122.413162,48.15,6120.809
37.80343856,-122.4131726,48.16,6120.864
37.80348331,-122.4131934,48.2,6120.946
37.80353733,-122.4132009,48.28,6120.994
37.80357993,-122.4132137,48.3,6121.002
37.80363855,-122.4132276,48.39,6121.039
37.80369823,-122.4132459,48.44,6121.064
37.80376601,-122.413319,48.46,6121.113
37.80374679,-122.4133947,48.51,6121.194
37.80374907,-122.4134524,48.55,6121.251
37.80374522,-122.4135215,48.59,6121.272
37.80372856,-122.4135692,48.66,6121.302
37.80370478,-122.4137279,48.7,6121.328
37.8036881,-122.4138129,48.77,6121.344
37.80368075,-122.413852,48.81,6121.386
37.80368152,-122.4139124,48.9,6121.428
37.80367783,-122.413957,48.93,6121.506
37.80366943,-122.4140256,48.97,6121.509
37.80366462,-122.4141111,49,6121.603
37.80365617,-122.414216,49.03,6121.694
37.80362727,-122.4144069,49.05,6121.741
37.80361732,-122.4144885,49.12,6121.759
37.80360705,-122.4145816,49.18,6121.791
37.80357884,-122.4146906,49.26,6121.889
37.80349601,-122.4145762,49.34,6121.953
37.80351677,-122.4148964,49.41,6122.03
37.80347715,-122.4148546,49.48,6122.105
37.80344237,-122.4147977,49.55,6122.161
37.80340121,-122.4147464,49.56,6122.195
37.80336898,-122.4147111,49.62,6122.242
37.80320815,-122.4145219,49.7,6122.259
37.80318131,-122.4144813,49.72,6122.298
37.80315836,-122.4144327,49.73,6122.396
37.80314001,-122.4143862,49.81,6122.481
37.80311656,-122.4143333,49.87,6122.522
37.80308794,-122.4142822,49.97,6122.613
37.80307709,-122.4142618,50,6122.678
37.80305653,-122.4142277,50.02,6122.704
37.80304084,-122.4142054,50.07,6122.746
37.80305324,-122.4142211,50.15,6122.833
37.80302354,-122.4141491,50.24,6122.88
37.80298177,-122.4140876,50.28,6122.888
37.8029475,-122.4140392,50.33,6122.927
37.80292968,-122.4140081,50.36,6122.946
37.80289014,-122.4139667,50.45,6122.95
37.80286698,-122.4139423,50.48,6122.961
37.80283933,-122.4139486,50.54,6122.984
37.80281835,-122.4139527,50.55,6123.056
37.80278901,-122.4139907,50.57,6123.118
37.80276149,-122.414042,50.64,6123.17
37.80275844,-122.4141247,50.73,6123.224
37.80274058,-122.4142881,50.81,6123.228
37.8027247,-122.4144292,50.82,6123.325
37.80271187,-122.4146093,50.83,6123.356
37.80270368,-122.4147815,50.89,6123.387
37.80272907,-122.4147926,50.9,6123.389
37.80279926,-122.4147864,50.97,6123.393
37.80283511,-122.4148026,51.03,6123.404
37.80288997,-122.4147689,51.1,6123.415
37.80297698,-122.4148525,51.12,6123.45
37.80307602,-122.4148598,51.16,6123.491
37.80313645,-122.4148521,51.24,6123.553
37.80322116,-122.4148447,51.34,6123.639
37.80329583,-122.4148503,51.43,6123.68
37.80324233,-122.4146823,51.48,6123.766
37.80346758,-122.4148409,51.58,6123.797
37.80344614,-122.4147098,51.63,6123.806
37.8035205,-122.4148018,51.68,6123.896
37.80367967,-122.4150021,51.71,6123.929
37.80382821,-122.4150428,51.81,6123.937
37.80396789,-122.4150647,51.91,6123.949
37.80411352,-122.4150893,51.97,6124.045
37.80434196,-122.4152198,52.06,6124.055
37.80450268,-122.415263,52.1,6124.096
