latitute,longitude,sinr,throughput
50.0118,80.0118,18.16,6040.717
50.0119,80.012,18.25,6040.76
50.0121,80.0121,18.27,6040.762
50.0123,80.0123,18.33,6040.847
50.0124,80.0124,18.39,6040.909
50.0126,80.0126,18.4,6040.986
50.0128,80.0127,18.41,6041.049
50.013,80.0129,18.48,6041.119
50.0132,80.0131,18.58,6041.127
50.0133,80.0133,18.64,6041.165
50.0134,80.0135,18.68,6041.26
50.0135,80.0137,18.76,6041.297
50.0136,80.0138,18.86,6041.388
50.0137,80.0139,18.93,6041.453
50.0138,80.0141,18.96,6041.473
50.014,80.0143,19.05,6041.515
50.0142,80.0145,19.1,6041.535
50.0144,80.0147,19.16,6041.626
50.0146,80.0149,19.25,6041.72
50.0148,80.0151,19.28,6041.814
50.0149,80.0152,19.37,6041.821
50.015,80.0154,19.45,6041.879
50.0151,80.0156,19.53,6041.964
50.0153,80.0158,19.56,6042.035
50.0155,80.016000000001,19.65,6042.058
50.0157,80.016100000001,19.67,6042.098
50.0158,80.016300000001,19.71,6042.124
50.016,80.016500000001,19.73,6042.186
50.0162,80.016600000001,19.8,6042.213
50.0164,80.016700000001,19.89,6042.293
50.0165,80.016900000001,19.96,6042.324
50.0166,80.017100000001,19.97,6042.401
50.0168,80.017300000001,20.07,6042.443
50.0169,80.017400000001,20.16,6042.52
50.017,80.017500000001,20.17,6042.591
50.0172,80.017600000001,20.21,6042.66
50.0173,80.017800000001,20.31,6042.743
50.0174,80.018000000001,20.38,6042.817
50.0175,80.018100000001,20.39,6042.879
50.0176,80.018200000001,20.43,6042.962
50.0178,80.018300000001,20.46,6042.992
50.018,80.018400000001,20.47,6043.053
50.0181,80.018500000001,20.51,6043.149
50.0182,80.018700000001,20.58,6043.207
50.0184,80.018900000001,20.62,6043.306
50.0185,80.019000000001,20.7,6043.379
50.0186,80.019200000001,20.74,6043.423
50.0188,80.019400000001,20.77,6043.498
50.0189,80.019500000001,20.78,6043.56
50.0191,80.019600000001,20.81,6043.633
50.0192,80.019800000001,20.88,6043.684
50.0193,80.019900000001,20.89,6043.76
50.0195,80.020000000001,20.97,6043.785
50.0196,80.020100000001,21.07,6043.862
50.0197,80.020200000001,21.09,6043.864
50.0198,80.020300000001,21.17,6043.878
50.02,80.020500000001,21.25,6043.926
50.0202,80.020700000001,21.27,6043.936
50.0203,80.020900000001,21.34,6043.999
50.0204,80.021100000001,21.38,6044.008
50.0205,80.021200000001,21.42,6044.075
50.0207,80.021300000001,21.47,6044.154
50.0209,80.021500000001,21.56,6044.218
50.021,80.021700000001,21.64,6044.22
50.0211,80.021900000001,21.69,6044.246
50.0212,80.022100000001,21.73,6044.341
50.0214,80.022300000001,21.79,6044.416
50.0216,80.022500000001,21.88,6044.496
50.0217,80.022600000001,21.93,6044.559
50.0218,80.022800000001,21.98,6044.568
50.022,80.022900000001,22.06,6044.628
50.0222,80.023000000001,22.13,6044.641
50.0224,80.023100000001,22.17,6044.688
50.0226,80.023300000001,22.22,6044.721
50.0228,80.023500000001,22.23,6044.753
50.023,80.023700000001,22.25,6044.851
50.0231,80.023900000001,22.32,6044.908
50.0232,80.024000000001,22.39,6045.006
50.0233,80.024100000001,22.45,6045.007
50.0235,80.024200000001,22.47,6045.094
50.0236,80.024400000001,22.51,6045.097
50.0237,80.024600000001,22.55,6045.19
50.0239,80.024700000001,22.58,6045.253
50.024,80.024800000001,22.64,6045.297
50.0242,80.024900000001,22.65,6045.335
50.0243,80.025100000001,22.69,6045.381
50.0244,80.025300000001,22.74,6045.471
50.0245,80.025500000001,22.82,6045.505
50.0246,80.025600000001,22.86,6045.54
50.0248,80.025800000001,22.89,6045.595
50.0249,80.026000000001,22.91,6045.646
50.0251,80.026200000001,23.01,6045.725
50.0253,80.026400000001,23.03,6045.744
50.0255,80.026600000001,23.1,6045.807
50.0256,80.026700000001,23.16,6045.858
50.0258,80.026800000001,23.25,6045.936
50.0259,80.026900000001,23.27,6045.959
50.0261,80.027000000001,23.35,6045.97
50.0263,80.027200000001,23.42,6046.047
50.0265,80.027400000001,23.48,6046.112
50.0266,80.027600000001,23.57,6046.121
50.0267,80.027700000001,23.65,6046.187
50.0269,80.027800000001,23.67,6046.209
50.0271,80.027900000001,23.77,6046.3
50.0272,80.028000000001,23.79,6046.318
50.0274,80.028200000001,23.82,6046.359
50.0276,80.028400000001,23.84,6046.409
50.0277,80.028600000001,23.86,6046.501
50.0278,80.028800000001,23.96,6046.569
50.0279,80.029000000001,24,6046.665
50.0281,80.029100000001,24.02,6046.71
50.0283,80.029200000001,24.06,6046.784
50.0284,80.029300000001,24.16,6046.862
50.0285,80.029400000001,24.18,6046.879
50.0286,80.029500000001,24.25,6046.928
50.0287,80.029700000001,24.29,6046.982
50.0289,80.029800000001,24.32,6046.999
50.029,80.030000000001,24.34,6047.002
50.0291,80.030100000001,24.39,6047.057
50.0292,80.030300000001,24.42,6047.13
50.0293,80.030400000001,24.48,6047.195
50.0294,80.030600000001,24.57,6047.239
50.0295,80.030700000001,24.67,6047.251
50.0296,80.030800000001,24.74,6047.351
50.0298,80.031000000001,24.76,6047.431
50.0299,80.031100000001,24.85,6047.474
50.0301,80.031200000001,24.95,6047.479
50.0302,80.031300000001,25.03,6047.517
50.0303,80.031400000001,25.04,6047.598
50.0305,80.031600000001,25.07,6047.697
50.0306,80.031700000001,25.09,6047.751
50.0307,80.031900000001,25.15,6047.769
50.0309,80.032100000001,25.25,6047.869
50.0311,80.032300000001,25.3,6047.926
50.0312,80.032400000001,25.37,6047.943
50.0314,80.032500000001,25.43,6047.95
50.0316,80.032700000001,25.52,6048.01
50.0317,80.032800000001,25.58,6048.077
50.0318,80.033000000001,25.61,6048.151
50.0319,80.033200000001,25.71,6048.157
50.032,80.033400000001,25.72,6048.199
50.0322,80.033500000001,25.82,6048.272
50.0324,80.033700000001,25.91,6048.322
50.0326,80.033800000001,25.97,6048.384
50.0328,80.033900000001,26,6048.422
50.033,80.034100000001,26.01,6048.504
50.0331,80.034200000001,26.07,6048.597
50.0333,80.034300000001,26.17,6048.638
50.0334,80.034400000001,26.26,6048.738
50.0336,80.034600000001,26.34,6048.775
50.0337,80.034800000001,26.43,6048.81
50.0338,80.034900000001,26.53,6048.813
50.034,80.035000000001,26.58,6048.856
50.0342,80.035100000001,26.61,6048.901
50.0344,80.035300000001,26.65,6048.969
50.0345,80.035400000001,26.66,6049.028
50.0346,80.035600000001,26.72,6049.118
50.0348,80.035700000001,26.75,6049.127
50.035,80.035800000001,26.8,6049.222
50.0352,80.035900000001,26.9,6049.266
50.0354,80.036000000001,26.99,6049.32
50.0356,80.036100000001,27.09,6049.372
50.0358,80.036200000001,27.11,6049.386
50.036,80.036300000001,27.19,6049.396
50.0361,80.036400000001,27.29,6049.484
50.0363,80.036500000001,27.39,6049.534
50.0364,80.036600000001,27.44,6049.628
50.0366,80.036700000001,27.48,6049.665
50.0368,80.036800000001,27.57,6049.727
50.0369,80.037000000001,27.59,6049.748
50.037,80.037100000001,27.63,6049.843
50.0372,80.037200000001,27.64,6049.92
50.0373,80.037300000001,27.71,6050.014
50.0374,80.037500000001,27.76,6050.081
50.0376,80.037700000001,27.83,6050.16
50.0377,80.037900000001,27.85,6050.167
50.0378,80.038000000001,27.92,6050.219
50.038,80.038200000001,28,6050.235
50.0381,80.038300000001,28.01,6050.309
50.0382,80.038400000001,28.06,6050.357
50.0383,80.038500000001,28.11,6050.404
50.0385,80.038700000001,28.13,6050.478
50.0387,80.038900000001,28.19,6050.578
50.0389,80.039100000001,28.2,6050.669
50.0391,80.039300000001,28.25,6050.733
50.0393,80.039400000001,28.33,6050.803
50.0394,80.039600000001,28.38,6050.837
50.0395,80.039800000001,28.47,6050.859
50.0396,80.039900000001,28.54,6050.94
50.0397,80.040100000001,28.6,6051.019
50.0399,80.040200000001,28.68,6051.045
50.0401,80.040400000001,28.7,6051.089
50.0403,80.040600000001,28.71,6051.105
50.0405,80.040800000001,28.8,6051.2
50.0407,80.040900000001,28.83,6051.277
50.0408,80.041000000001,28.93,6051.305
50.0409,80.041200000001,28.94,6051.343
50.041,80.041400000001,28.96,6051.345
50.0412,80.041600000001,28.99,6051.384
50.0414,80.041700000001,29.08,6051.423
50.0415,80.041900000001,29.14,6051.498
50.0417,80.042000000001,29.21,6051.545
50.0419,80.042200000001,29.24,6051.635
50.042,80.042300000001,29.26,6051.673
50.0422,80.042400000001,29.34,6051.705
50.0424,80.042600000001,29.38,6051.76
50.0426,80.042800000001,29.48,6051.825
50.0427,80.043000000001,29.49,6051.828
50.0429,80.043200000001,29.57,6051.865
50.0431,80.043300000001,29.66,6051.932
50.0432,80.043400000001,29.72,6051.985
50.0433,80.043600000001,29.82,6051.996
50.0434,80.043800000001,29.87,6052.084
50.0436,80.044000000001,29.92,6052.127
50.0437,80.044100000001,29.93,6052.162
50.0438,80.044200000001,29.97,6052.235
50.044,80.044300000001,29.98,6052.301
50.0442,80.044500000001,30.02,6052.31
50.0444,80.044700000001,30.09,6052.332
50.0446,80.044900000001,30.13,6052.396
50.0447,80.045100000001,30.19,6052.47
50.0448,80.045300000001,30.21,6052.551
50.0449,80.045400000001,30.23,6052.588
50.045,80.045600000001,30.24,6052.59
50.0452,80.045700000001,30.31,6052.622
50.0453,80.045900000001,30.36,6052.628
50.0455,80.046000000001,30.39,6052.68
50.0457,80.046200000002,30.41,6052.749
50.0458,80.046400000002,30.46,6052.831
50.046,80.046600000002,30.53,6052.919
50.0462,80.046800000002,30.56,6052.934
50.0463,80.046900000002,30.58,6052.935
50.0465,80.047100000002,30.62,6052.996
50.0467,80.047300000002,30.69,6053.069
50.0469,80.047500000002,30.72,6053.094
50.0471,80.047600000002,30.82,6053.182
50.0472,80.047700000002,30.89,6053.249
50.0474,80.047800000002,30.95,6053.324
50.0475,80.048000000002,31.04,6053.365
50.0476,80.048100000002,31.09,6053.43
50.0478,80.048300000002,31.12,6053.503
50.0479,80.048500000002,31.17,6053.522
50.0481,80.048700000002,31.22,6053.56
50.0482,80.048800000002,31.25,6053.575
50.0484,80.049000000002,31.34,6053.637
50.0485,80.049100000002,31.38,6053.67
50.0486,80.049200000002,31.46,6053.698
50.0487,80.049300000002,31.56,6053.718
50.0489,80.049400000002,31.66,6053.752
50.049,80.049500000002,31.72,6053.842
50.0491,80.049700000002,31.75,6053.855
50.0492,80.049900000002,31.78,6053.954
50.0493,80.050000000002,31.85,6054.023
50.0494,80.050200000002,31.86,6054.081
50.0495,80.050400000002,31.95,6054.132
50.0497,80.050600000002,32.03,6054.21
50.0499,80.050800000002,32.05,6054.309
50.0501,80.051000000002,32.14,6054.312
50.0503,80.051100000002,32.16,6054.398
50.0505,80.051200000002,32.25,6054.41
50.0506,80.051300000002,32.34,6054.503
50.0507,80.051500000002,32.4,6054.564
50.0509,80.051600000002,32.42,6054.611
50.051,80.051800000002,32.45,6054.616
50.0511,80.051900000002,32.46,6054.658
50.0513,80.052100000002,32.51,6054.713
50.0514,80.052300000002,32.56,6054.787
50.0516,80.052400000002,32.65,6054.836
50.0518,80.052600000002,32.7,6054.846
50.0519,80.052800000002,32.77,6054.85
50.052,80.053000000002,32.83,6054.89
50.0522,80.053200000002,32.88,6054.898
50.0523,80.053300000002,32.93,6054.907
50.0524,80.053500000002,33,6054.95
50.0526,80.053600000002,33.02,6055.001
50.0527,80.053700000002,33.12,6055.098
50.0529,80.053800000002,33.13,6055.112
50.053,80.054000000002,33.15,6055.172
50.0532,80.054200000002,33.25,6055.194
50.0533,80.054300000002,33.28,6055.246
50.0535,80.054500000002,33.35,6055.272
50.0537,80.054600000002,33.42,6055.292
50.0538,80.054800000002,33.49,6055.347
50.054,80.055000000002,33.55,6055.399
50.0541,80.055200000002,33.62,6055.442
50.0542,80.055400000002,33.63,6055.534
50.054300000001,80.055500000002,33.65,6055.625
50.054400000001,80.055600000002,33.7,6055.659
50.054500000001,80.055700000002,33.76,6055.746
50.054600000001,80.055800000002,33.77,6055.799
50.054700000001,80.056000000002,33.78,6055.897
50.054800000001,80.056200000002,33.83,6055.953
50.054900000001,80.056300000002,33.93,6056.003
50.055100000001,80.056400000002,33.98,6056.048
50.055200000001,80.056600000002,34.02,6056.095
50.055400000001,80.056800000002,34.1,6056.107
50.055600000001,80.056900000002,34.2,6056.114
50.055800000001,80.057000000002,34.26,6056.192
50.056000000001,80.057200000002,34.34,6056.216
50.056100000001,80.057300000002,34.42,6056.256
50.056200000001,80.057500000002,34.51,6056.289
50.056400000001,80.057600000002,34.59,6056.369
50.056600000001,80.057700000002,34.62,6056.447
50.056800000001,80.057800000002,34.71,6056.518
50.056900000001,80.058000000002,34.79,6056.53
50.057100000001,80.058100000002,34.88,6056.599
50.057200000001,80.058300000002,34.98,6056.624
50.057400000001,80.058500000002,35.05,6056.649
50.057500000001,80.058700000002,35.11,6056.675
50.057700000001,80.058800000002,35.12,6056.743
50.057800000001,80.058900000002,35.17,6056.781
50.057900000001,80.059000000002,35.18,6056.864
50.058000000001,80.059200000002,35.28,6056.872
50.058100000001,80.059400000002,35.36,6056.894
50.058200000001,80.059600000002,35.41,6056.927
50.058300000001,80.059700000002,35.47,6057.015
50.058500000001,80.059800000002,35.49,6057.064
50.058600000001,80.059900000002,35.51,6057.16
50.058700000001,80.060100000002,35.55,6057.247
50.058900000001,80.060200000002,35.62,6057.26
50.059000000001,80.060400000002,35.65,6057.308
50.059100000001,80.060600000002,35.72,6057.397
50.059300000001,80.060700000002,35.75,6057.402
50.059400000001,80.060900000002,35.85,6057.495
50.059600000001,80.061000000002,35.9,6057.537
50.059700000001,80.061200000002,35.94,6057.61
50.059800000001,80.061400000002,36,6057.622
50.059900000001,80.061500000002,36.03,6057.661
50.060100000001,80.061600000002,36.12,6057.692
50.060200000001,80.061800000002,36.14,6057.697
50.060400000001,80.061900000002,36.15,6057.797
50.060500000001,80.062000000002,36.25,6057.809
50.060600000001,80.062100000002,36.31,6057.838
50.060800000001,80.062300000002,36.32,6057.847
50.061000000001,80.062500000002,36.34,6057.922
50.061200000001,80.062600000002,36.36,6057.996
50.061400000001,80.062800000002,36.37,6058.023
50.061600000001,80.062900000002,36.41,6058.05
50.061800000001,80.063000000002,36.44,6058.135
50.061900000001,80.063100000002,36.54,6058.181
50.062100000001,80.063200000002,36.62,6058.222
50.062200000001,80.063400000002,36.67,6058.225
50.062300000001,80.063600000002,36.75,6058.246
50.062400000001,80.063800000002,36.85,6058.345
50.062600000001,80.064000000002,36.88,6058.389
50.062700000001,80.064200000002,36.96,6058.477
50.062900000001,80.064400000002,37.04,6058.511
50.063000000001,80.064600000002,37.12,6058.575
50.063100000001,80.064800000002,37.13,6058.633
50.063200000001,80.065000000002,37.19,6058.697
50.063300000001,80.065100000002,37.28,6058.732
50.063400000001,80.065300000002,37.32,6058.748
50.063600000001,80.065500000002,37.38,6058.846
50.063700000001,80.065600000002,37.47,6058.854
50.063800000001,80.065800000002,37.52,6058.895
50.063900000001,80.065900000002,37.53,6058.936
50.064100000001,80.066000000002,37.63,6058.939
50.064300000001,80.066200000002,37.7,6059.025
50.064500000001,80.066300000002,37.72,6059.046
50.064600000001,80.066500000002,37.76,6059.048
50.064700000001,80.066700000002,37.86,6059.073
50.064800000001,80.066900000002,37.9,6059.126
50.064900000001,80.067100000002,38,6059.191
50.065100000001,80.067300000002,38.01,6059.258
50.065200000001,80.067400000002,38.08,6059.327
50.065400000001,80.067500000002,38.14,6059.38
50.065600000001,80.067700000002,38.22,6059.389
50.065700000001,80.067800000002,38.23,6059.427
50.065800000001,80.067900000002,38.3,6059.457
50.066000000001,80.068100000002,38.39,6059.493
50.066200000001,80.068300000002,38.4,6059.552
50.066400000001,80.068400000002,38.43,6059.63
50.066500000001,80.068600000002,38.48,6059.697
50.066600000001,80.068800000002,38.5,6059.705
50.066800000001,80.069000000002,38.52,6059.804
50.067000000001,80.069100000002,38.56,6059.807
50.067100000001,80.069300000002,38.6,6059.838
50.067300000001,80.069400000002,38.67,6059.896
50.067500000001,80.069600000002,38.69,6059.956
50.067700000001,80.069700000002,38.73,6060.036
50.067800000001,80.069900000002,38.78,6060.095
50.068000000001,80.070100000002,38.85,6060.149
50.068200000001,80.070300000002,38.91,6060.203
50.068300000001,80.070500000002,38.97,6060.248
50.068500000001,80.070700000002,39.05,6060.326
50.068600000001,80.070800000002,39.09,6060.417
50.068700000001,80.071000000002,39.15,6060.497
50.068900000001,80.071200000002,39.21,6060.521
50.069100000001,80.071300000002,39.3,6060.574
50.069300000001,80.071400000002,39.31,6060.597
50.069400000001,80.071600000002,39.39,6060.638
50.069500000001,80.071700000002,39.48,6060.67
50.069600000001,80.071900000002,39.49,6060.694
50.069700000001,80.072000000002,39.51,6060.703
50.069900000001,80.072200000002,39.6,6060.789
50.070100000001,80.072300000002,39.61,6060.814
50.070300000001,80.072500000002,39.69,6060.835
50.070400000001,80.072700000002,39.74,6060.907
50.070500000001,80.072800000002,39.76,6060.993
50.070700000001,80.073000000002,39.78,6061.067
50.070900000001,80.073100000002,39.88,6061.125
50.071100000001,80.073200000002,39.95,6061.191
50.071300000001,80.073400000002,40.01,6061.222
50.071400000001,80.073600000002,40.07,6061.276
50.071600000001,80.073700000002,40.15,6061.367
50.071700000001,80.073800000002,40.22,6061.419
50.071800000001,80.074000000002,40.26,6061.509
50.072000000001,80.074200000002,40.33,6061.538
50.072200000001,80.074400000002,40.42,6061.589
50.072400000001,80.074600000002,40.44,6061.639
50.072500000001,80.074800000002,40.52,6061.649
50.072600000001,80.074900000002,40.59,6061.725
50.072800000001,80.075000000002,40.66,6061.803
50.073000000001,80.075100000002,40.69,6061.895
50.073100000001,80.075300000002,40.78,6061.968
50.073200000001,80.075400000002,40.79,6061.969
50.073300000001,80.075600000002,40.85,6062.045
50.073400000001,80.075800000002,40.88,6062.093
50.073500000001,80.075900000002,40.94,6062.152
50.073600000001,80.076000000002,40.98,6062.156
50.073800000001,80.076100000002,41.07,6062.17
50.073900000001,80.076200000003,41.08,6062.2
50.074100000001,80.076400000003,41.09,6062.297
50.074200000001,80.076500000003,41.19,6062.329
50.074400000001,80.076600000003,41.2,6062.361
50.074500000001,80.076700000003,41.28,6062.411
50.074600000001,80.076800000003,41.29,6062.485
50.074800000001,80.076900000003,41.37,6062.501
50.074900000001,80.077100000003,41.4,6062.572
50.075100000001,80.077200000003,41.5,6062.618
50.075200000001,80.077300000003,41.55,6062.665
50.075300000001,80.077400000003,41.63,6062.763
50.075500000001,80.077600000003,41.66,6062.768
50.075600000001,80.077700000003,41.72,6062.821
50.075700000001,80.077900000003,41.75,6062.823
50.075800000001,80.078000000003,41.77,6062.87
50.076000000001,80.078100000003,41.79,6062.902
50.076200000001,80.078200000003,41.87,6063
50.076300000001,80.078300000003,41.92,6063.025
50.076500000001,80.078400000003,41.95,6063.072
50.076600000001,80.078600000003,42.01,6063.098
50.076800000001,80.078700000003,42.09,6063.102
50.077000000001,80.078800000003,42.1,6063.172
50.077100000001,80.078900000003,42.12,6063.242
50.077300000001,80.079000000003,42.13,6063.291
50.077400000001,80.079200000003,42.18,6063.358
50.077600000001,80.079400000003,42.28,6063.412
50.077700000001,80.079500000003,42.38,6063.434
50.077900000001,80.079600000003,42.43,6063.458
50.078100000001,80.079700000003,42.46,6063.477
50.078200000001,80.079800000003,42.55,6063.513
50.078400000001,80.079900000003,42.56,6063.539
50.078500000001,80.080000000003,42.64,6063.622
50.078700000001,80.080100000003,42.69,6063.7
50.078800000001,80.080200000003,42.73,6063.723
50.079000000001,80.080300000003,42.78,6063.741
50.079200000001,80.080500000003,42.83,6063.775
50.079300000001,80.080700000003,42.89,6063.82
50.079400000001,80.080800000003,42.97,6063.88
50.079500000001,80.081000000003,43.06,6063.959
50.079700000001,80.081200000003,43.13,6064.031
50.079900000001,80.081300000003,43.18,6064.118
50.080000000001,80.081500000003,43.19,6064.122
50.080100000001,80.081700000003,43.22,6064.211
50.080200000001,80.081900000003,43.25,6064.274
50.080300000001,80.082100000003,43.26,6064.31
50.080400000001,80.082300000003,43.36,6064.367
50.080600000001,80.082500000003,43.4,6064.427
50.080700000001,80.082700000003,43.44,6064.443
50.080800000001,80.082900000003,43.45,6064.499
50.081000000001,80.083000000003,43.51,6064.568
50.081200000001,80.083200000003,43.57,6064.58
50.081300000001,80.083400000003,43.65,6064.655
50.081500000001,80.083600000003,43.67,6064.722
50.081700000001,80.083700000003,43.7,6064.76
50.081900000001,80.083900000003,43.8,6064.784
50.082100000001,80.084000000003,43.84,6064.844
50.082200000001,80.084100000003,43.86,6064.912
50.082400000001,80.084300000003,43.9,6064.931
50.082600000001,80.084500000003,43.94,6065.028
50.082800000001,80.084600000003,44.02,6065.053
50.083000000001,80.084800000003,44.12,6065.106
50.083200000001,80.084900000003,44.21,6065.178
50.083400000001,80.085100000003,44.31,6065.205
50.083500000001,80.085200000003,44.4,6065.23
50.083700000001,80.085300000003,44.5,6065.256
50.083900000001,80.085400000003,44.55,6065.287
50.084000000001,80.085600000003,44.58,6065.382
50.084200000001,80.085800000003,44.6,6065.446
50.084400000001,80.085900000003,44.62,6065.513
50.084500000001,80.086000000003,44.66,6065.611
50.084700000001,80.086100000003,44.69,6065.62
50.084900000001,80.086200000003,44.73,6065.659
50.085000000001,80.086300000003,44.8,6065.748
50.085200000001,80.086400000003,44.82,6065.826
50.085400000001,80.086500000003,44.9,6065.887
50.085500000001,80.086700000003,44.93,6065.913
50.085600000001,80.086800000003,45.03,6065.94
50.085700000001,80.086900000003,45.06,6065.976
50.085900000001,80.087000000003,45.11,6066.004
50.086100000001,80.087200000003,45.18,6066.076
50.086200000001,80.087300000003,45.24,6066.135
50.086300000001,80.087500000003,45.28,6066.156
50.086400000001,80.087600000003,45.37,6066.229
50.086600000001,80.087700000003,45.47,6066.23
50.086700000001,80.087900000003,45.5,6066.317
50.086800000001,80.088100000003,45.53,6066.4
50.087000000001,80.088300000003,45.55,6066.458
50.087100000001,80.088500000003,45.58,6066.505
50.087200000001,80.088700000003,45.59,6066.552
50.087400000001,80.088800000003,45.66,6066.647
50.087500000001,80.088900000003,45.73,6066.693
50.087700000001,80.089100000003,45.78,6066.789
50.087900000001,80.089300000003,45.87,6066.865
50.088000000001,80.089400000003,45.93,6066.888
50.088200000001,80.089600000003,46.02,6066.9
50.088300000001,80.089700000003,46.08,6066.955
50.088500000001,80.089900000003,46.09,6067.022
50.088600000001,80.090100000003,46.16,6067.071
50.088700000001,80.090200000003,46.26,6067.142
50.088900000001,80.090300000003,46.33,6067.192
50.089000000001,80.090400000003,46.36,6067.226
50.089100000001,80.090600000003,46.42,6067.245
50.089300000001,80.090700000003,46.46,6067.345
50.089400000001,80.090900000003,46.52,6067.389
50.089600000001,80.091100000003,46.54,6067.442
50.089700000001,80.091300000003,46.55,6067.485
50.089800000001,80.091500000003,46.57,6067.58
50.089900000001,80.091700000003,46.62,6067.625
50.090000000001,80.091900000003,46.7,6067.7
50.090200000001,80.092000000003,46.8,6067.705
50.090400000001,80.092100000003,46.81,6067.721
50.090500000001,80.092300000003,46.87,6067.785
50.090600000001,80.092500000003,46.89,6067.822
50.090700000001,80.092600000003,46.97,6067.864
50.090800000001,80.092800000003,47.01,6067.91
50.091000000001,80.093000000003,47.1,6068.004
50.091100000001,80.093200000003,47.17,6068.103
50.091200000001,80.093400000003,47.18,6068.176
50.091400000001,80.093500000003,47.27,6068.275
50.091600000001,80.093600000003,47.34,6068.351
50.091700000001,80.093800000003,47.36,6068.408
50.091900000001,80.094000000003,47.46,6068.416
50.092100000001,80.094100000003,47.52,6068.469
50.092200000001,80.094200000003,47.57,6068.53
50.092300000001,80.094300000003,47.63,6068.543
50.092500000001,80.094500000003,47.72,6068.605
50.092700000001,80.094700000003,47.79,6068.637
50.092800000001,80.094800000003,47.8,6068.673
50.093000000001,80.094900000003,47.9,6068.769
50.093100000001,80.095100000003,47.91,6068.864
50.093200000001,80.095300000003,47.96,6068.903
50.093400000001,80.095500000003,48.06,6068.913
50.093500000001,80.095700000003,48.09,6068.997
50.093600000001,80.095800000003,48.14,6069.086
50.093800000001,80.095900000003,48.17,6069.087
50.093900000001,80.096000000003,48.21,6069.114
50.094000000001,80.096100000003,48.24,6069.174
50.094100000001,80.096200000003,48.3,6069.22
50.094300000001,80.096300000003,48.39,6069.298
50.094500000001,80.096500000003,48.48,6069.301
50.094600000001,80.096600000003,48.57,6069.363
50.094700000001,80.096700000003,48.63,6069.46
50.094800000001,80.096900000003,48.73,6069.522
50.095000000001,80.097000000003,48.82,6069.569
50.095200000001,80.097100000003,48.83,6069.651
50.095300000001,80.097300000003,48.86,6069.666
50.095500000001,80.097400000003,48.96,6069.725
50.095700000001,80.097600000003,49.03,6069.761
50.095900000001,80.097700000003,49.13,6069.766
50.096100000001,80.097800000003,49.14,6069.777
50.096200000001,80.098000000003,49.22,6069.794
50.096300000001,80.098200000003,49.29,6069.888
50.096500000001,80.098400000003,49.37,6069.893
50.096600000001,80.098500000003,49.39,6069.987
50.096700000001,80.098600000003,49.45,6069.995
50.096900000001,80.098700000003,49.5,6070.074
50.097100000001,80.098800000003,49.59,6070.109
